,People,Female,Median age,Renter households where rent payments are less than or equal to 30% of household income (b),Average number of people per household,Median weekly household income,Median monthly mortgage repayments,Median weekly rent (b),Average number of motor vehicles per dwelling,Married,Separated,Divorced,Widowed,Never married,Bachelor Degree level and above,Advanced Diploma and Diploma level,Certificate level IV,Certificate level III,Year 12,Year 11,Year 10,Certificate level II,Certificate level I,Year 9 or below,No educational attainment,Both parents born overseas,Father only born overseas,Mother only born overseas,Both parents born in Australia,In the labour force,Not in the labour force,Worked full-time,Worked part-time,Unemployed,Personal (b),Family (c),Household (d),SA1 Code,Area sqkm,Region,State,SA4_NAME_2016,Density
543,251.0,50.8%,53,3.0,2.5,"$1,518","$1,419",$150,2.4,58.5,4.2,9.4,5.7,25.0,15.6,10.4,3.3,15.6,9.9,4.7,15.1,0.0,0.0,10.4,0.0,4.0,3.2,4.0,79.1,60.8,32.5,54.3,31.8,0.0,$785,"$1,660","$1,518",10903118207,92.0088,Rest of NSW,New South Wales,Murray,2.7279999304414364
544,164.0,49.4%,54,5.0,2.2,"$1,542","$1,083",$170,2.1,48.6,2.1,15.5,6.3,25.4,6.3,2.8,2.1,26.1,7.0,6.3,20.4,0.0,0.0,15.5,0.0,8.8,3.5,4.1,72.5,54.9,33.8,64.1,24.4,0.0,$697,"$1,924","$1,542",10903118208,4.1714,Rest of NSW,New South Wales,Murray,39.315337776286135
545,164.0,49.4%,54,5.0,2.2,"$1,542","$1,083",$170,2.1,48.6,2.1,15.5,6.3,25.4,6.3,2.8,2.1,26.1,7.0,6.3,20.4,0.0,0.0,15.5,0.0,8.8,3.5,4.1,72.5,54.9,33.8,64.1,24.4,0.0,$697,"$1,924","$1,542",10903118208,4.1714,Rest of NSW,New South Wales,Murray,39.315337776286135
546,308.0,53.1%,40,6.0,3.1,"$2,542","$1,613",$270,3,63.1,1.3,7.3,1.3,25.3,15.5,11.2,8.2,16.3,6.4,8.6,15.5,0.0,0.0,9.4,0.0,5.0,3.0,3.3,87.8,76.4,21.0,64.6,32.0,1.7,$955,"$2,666","$2,542",10903118209,2.17,Rest of NSW,New South Wales,Murray,141.93548387096774
547,308.0,53.1%,40,6.0,3.1,"$2,542","$1,613",$270,3,63.1,1.3,7.3,1.3,25.3,15.5,11.2,8.2,16.3,6.4,8.6,15.5,0.0,0.0,9.4,0.0,5.0,3.0,3.3,87.8,76.4,21.0,64.6,32.0,1.7,$955,"$2,666","$2,542",10903118209,2.17,Rest of NSW,New South Wales,Murray,141.93548387096774
548,298.0,48.3%,33,25.0,2.5,$922,"$1,083",$223,1.6,31.7,4.0,11.5,3.1,51.5,4.8,6.2,2.6,17.2,8.4,4.4,16.7,0.0,0.0,13.7,1.3,8.0,3.3,3.3,65.2,41.4,34.8,41.5,33.0,16.0,$531,"$1,231",$922,10903118210,0.3489,Rest of NSW,New South Wales,Murray,854.1129263399255
549,298.0,48.3%,33,25.0,2.5,$922,"$1,083",$223,1.6,31.7,4.0,11.5,3.1,51.5,4.8,6.2,2.6,17.2,8.4,4.4,16.7,0.0,0.0,13.7,1.3,8.0,3.3,3.3,65.2,41.4,34.8,41.5,33.0,16.0,$531,"$1,231",$922,10903118210,0.3489,Rest of NSW,New South Wales,Murray,854.1129263399255
550,328.0,52.5%,40,19.0,2.2,$974,$975,$263,1.7,36.3,5.4,7.7,11.2,41.3,5.0,5.8,3.1,19.3,6.9,4.2,25.1,0.0,0.0,17.0,0.0,10.1,2.4,2.4,75.0,49.0,41.7,59.1,37.0,4.7,$602,"$1,386",$974,10903118211,0.6468,Rest of NSW,New South Wales,Murray,507.1119356833642
551,328.0,52.5%,40,19.0,2.2,$974,$975,$263,1.7,36.3,5.4,7.7,11.2,41.3,5.0,5.8,3.1,19.3,6.9,4.2,25.1,0.0,0.0,17.0,0.0,10.1,2.4,2.4,75.0,49.0,41.7,59.1,37.0,4.7,$602,"$1,386",$974,10903118211,0.6468,Rest of NSW,New South Wales,Murray,507.1119356833642
552,289.0,52.2%,44,6.0,2.1,"$1,260","$1,083",$250,1.7,40.0,1.2,13.8,6.2,35.4,9.6,4.6,3.8,21.7,11.2,3.8,14.6,0.0,0.0,9.2,0.0,7.5,2.4,1.4,71.0,50.4,35.4,61.2,27.3,5.8,$769,"$1,718","$1,260",10903118212,0.2068,Rest of NSW,New South Wales,Murray,1397.485493230174
553,289.0,52.2%,44,6.0,2.1,"$1,260","$1,083",$250,1.7,40.0,1.2,13.8,6.2,35.4,9.6,4.6,3.8,21.7,11.2,3.8,14.6,0.0,0.0,9.2,0.0,7.5,2.4,1.4,71.0,50.4,35.4,61.2,27.3,5.8,$769,"$1,718","$1,260",10903118212,0.2068,Rest of NSW,New South Wales,Murray,1397.485493230174
554,461.0,48.9%,44,48.0,2,"$1,007","$1,083",$215,1.7,37.3,3.6,12.9,7.4,39.6,9.6,7.4,5.1,17.8,9.1,7.9,15.7,1.3,0.0,9.1,0.0,5.9,6.9,2.2,73.8,55.1,32.5,54.8,33.2,4.6,$686,"$1,517","$1,007",10903118213,0.3504,Rest of NSW,New South Wales,Murray,1315.6392694063927
555,461.0,48.9%,44,48.0,2,"$1,007","$1,083",$215,1.7,37.3,3.6,12.9,7.4,39.6,9.6,7.4,5.1,17.8,9.1,7.9,15.7,1.3,0.0,9.1,0.0,5.9,6.9,2.2,73.8,55.1,32.5,54.8,33.2,4.6,$686,"$1,517","$1,007",10903118213,0.3504,Rest of NSW,New South Wales,Murray,1315.6392694063927
556,347.0,58.2%,46,26.0,2,$909,$997,$240,1.6,42.7,6.8,12.2,12.5,30.8,8.8,6.1,2.7,14.6,7.5,5.1,19.3,0.0,0.0,14.9,0.0,7.0,4.8,2.3,73.8,45.1,41.0,63.9,31.6,0.0,$614,"$1,348",$909,10903118214,0.2881,Rest of NSW,New South Wales,Murray,1204.4429017702187
557,347.0,58.2%,46,26.0,2,$909,$997,$240,1.6,42.7,6.8,12.2,12.5,30.8,8.8,6.1,2.7,14.6,7.5,5.1,19.3,0.0,0.0,14.9,0.0,7.0,4.8,2.3,73.8,45.1,41.0,63.9,31.6,0.0,$614,"$1,348",$909,10903118214,0.2881,Rest of NSW,New South Wales,Murray,1204.4429017702187
558,364.0,48.5%,46,30.0,2,$992,$988,$190,1.4,33.6,5.5,15.3,5.2,38.8,11.4,5.9,3.9,17.3,9.1,6.2,16.6,0.0,0.0,13.4,0.0,7.4,4.7,3.3,74.2,56.4,34.2,53.2,37.6,7.5,$663,"$1,406",$992,10903118215,0.309,Rest of NSW,New South Wales,Murray,1177.9935275080907
559,364.0,48.5%,46,30.0,2,$992,$988,$190,1.4,33.6,5.5,15.3,5.2,38.8,11.4,5.9,3.9,17.3,9.1,6.2,16.6,0.0,0.0,13.4,0.0,7.4,4.7,3.3,74.2,56.4,34.2,53.2,37.6,7.5,$663,"$1,406",$992,10903118215,0.309,Rest of NSW,New South Wales,Murray,1177.9935275080907
560,364.0,57.3%,59,26.0,1.8,"$1,213","$1,083",$220,1.3,33.9,4.0,13.4,18.9,30.1,17.7,6.2,1.9,9.9,10.6,3.4,13.0,0.0,0.0,18.6,0.0,14.1,4.3,4.6,63.8,39.1,47.8,59.5,29.4,4.8,$627,"$2,281","$1,213",10903118216,0.5252,Rest of NSW,New South Wales,Murray,693.0693069306931
561,364.0,57.3%,59,26.0,1.8,"$1,213","$1,083",$220,1.3,33.9,4.0,13.4,18.9,30.1,17.7,6.2,1.9,9.9,10.6,3.4,13.0,0.0,0.0,18.6,0.0,14.1,4.3,4.6,63.8,39.1,47.8,59.5,29.4,4.8,$627,"$2,281","$1,213",10903118216,0.5252,Rest of NSW,New South Wales,Murray,693.0693069306931
562,287.0,54.4%,52,13.0,2.1,"$1,218","$1,127",$250,1.7,37.0,3.3,4.9,22.8,33.3,10.2,5.7,3.3,14.2,13.0,4.9,16.3,0.0,0.0,15.0,1.6,7.2,4.3,1.8,76.6,47.6,44.3,60.7,30.8,0.0,$614,"$2,288","$1,218",10903118217,0.7137,Rest of NSW,New South Wales,Murray,402.12974639204145
563,287.0,54.4%,52,13.0,2.1,"$1,218","$1,127",$250,1.7,37.0,3.3,4.9,22.8,33.3,10.2,5.7,3.3,14.2,13.0,4.9,16.3,0.0,0.0,15.0,1.6,7.2,4.3,1.8,76.6,47.6,44.3,60.7,30.8,0.0,$614,"$2,288","$1,218",10903118217,0.7137,Rest of NSW,New South Wales,Murray,402.12974639204145
564,276.0,53.4%,50,27.0,2,"$1,205","$1,160",$230,1.6,49.2,1.2,11.6,6.2,31.4,20.2,9.1,1.7,12.8,11.2,7.4,16.1,0.0,0.0,7.4,0.0,10.0,4.3,3.6,73.9,59.1,33.1,53.8,34.3,6.3,$737,"$1,687","$1,205",10903118218,0.3705,Rest of NSW,New South Wales,Murray,744.9392712550607
565,276.0,53.4%,50,27.0,2,"$1,205","$1,160",$230,1.6,49.2,1.2,11.6,6.2,31.4,20.2,9.1,1.7,12.8,11.2,7.4,16.1,0.0,0.0,7.4,0.0,10.0,4.3,3.6,73.9,59.1,33.1,53.8,34.3,6.3,$737,"$1,687","$1,205",10903118218,0.3705,Rest of NSW,New South Wales,Murray,744.9392712550607
566,430.0,50.8%,55,43.0,1.9,"$1,047","$1,000",$240,1.6,41.0,4.4,11.5,12.3,32.4,14.9,10.7,3.1,16.4,11.2,6.8,13.6,0.0,0.0,14.4,0.0,8.1,3.0,3.7,77.3,50.7,42.0,57.7,34.0,5.7,$643,"$1,386","$1,047",10903118219,0.4039,Rest of NSW,New South Wales,Murray,1064.6199554345135
567,430.0,50.8%,55,43.0,1.9,"$1,047","$1,000",$240,1.6,41.0,4.4,11.5,12.3,32.4,14.9,10.7,3.1,16.4,11.2,6.8,13.6,0.0,0.0,14.4,0.0,8.1,3.0,3.7,77.3,50.7,42.0,57.7,34.0,5.7,$643,"$1,386","$1,047",10903118219,0.4039,Rest of NSW,New South Wales,Murray,1064.6199554345135
568,369.0,52.1%,49,17.0,2.2,"$1,360",$975,$240,1.9,46.3,3.6,10.4,8.1,34.6,12.0,8.1,3.9,15.9,13.6,7.4,18.8,0.0,0.0,12.6,1.0,7.4,4.6,2.7,84.4,58.9,39.5,58.8,30.2,3.8,$686,"$1,604","$1,360",10903118220,0.2508,Rest of NSW,New South Wales,Murray,1471.291866028708
569,369.0,52.1%,49,17.0,2.2,"$1,360",$975,$240,1.9,46.3,3.6,10.4,8.1,34.6,12.0,8.1,3.9,15.9,13.6,7.4,18.8,0.0,0.0,12.6,1.0,7.4,4.6,2.7,84.4,58.9,39.5,58.8,30.2,3.8,$686,"$1,604","$1,360",10903118220,0.2508,Rest of NSW,New South Wales,Murray,1471.291866028708
570,231.0,51.8%,52,19.0,2.1,$976,$932,$260,1.6,43.8,5.2,13.0,7.3,30.2,16.1,7.8,6.2,12.5,9.9,4.7,17.2,0.0,0.0,19.3,1.6,15.5,5.8,5.3,69.9,51.0,45.8,44.9,40.8,0.0,$612,"$1,468",$976,10903118221,0.2609,Rest of NSW,New South Wales,Murray,885.3967037178995
571,231.0,51.8%,52,19.0,2.1,$976,$932,$260,1.6,43.8,5.2,13.0,7.3,30.2,16.1,7.8,6.2,12.5,9.9,4.7,17.2,0.0,0.0,19.3,1.6,15.5,5.8,5.3,69.9,51.0,45.8,44.9,40.8,0.0,$612,"$1,468",$976,10903118221,0.2609,Rest of NSW,New South Wales,Murray,885.3967037178995
572,412.0,51.8%,50,38.0,2,"$1,273",$997,$220,1.5,47.4,6.2,8.8,5.7,32.7,12.2,6.5,4.5,13.6,10.8,6.0,15.6,0.0,0.0,12.5,0.0,10.1,5.0,2.6,73.1,54.5,37.8,55.7,31.2,3.1,$716,"$1,609","$1,273",10903118222,0.4682,Rest of NSW,New South Wales,Murray,879.965826569842
573,412.0,51.8%,50,38.0,2,"$1,273",$997,$220,1.5,47.4,6.2,8.8,5.7,32.7,12.2,6.5,4.5,13.6,10.8,6.0,15.6,0.0,0.0,12.5,0.0,10.1,5.0,2.6,73.1,54.5,37.8,55.7,31.2,3.1,$716,"$1,609","$1,273",10903118222,0.4682,Rest of NSW,New South Wales,Murray,879.965826569842
574,412.0,51.8%,50,38.0,2,"$1,273",$997,$220,1.5,47.4,6.2,8.8,5.7,32.7,12.2,6.5,4.5,13.6,10.8,6.0,15.6,0.0,0.0,12.5,0.0,10.1,5.0,2.6,73.1,54.5,37.8,55.7,31.2,3.1,$716,"$1,609","$1,273",10903118223,12.4535,Rest of NSW,New South Wales,Murray,33.08306901674228
575,412.0,51.8%,50,38.0,2,"$1,273",$997,$220,1.5,47.4,6.2,8.8,5.7,32.7,12.2,6.5,4.5,13.6,10.8,6.0,15.6,0.0,0.0,12.5,0.0,10.1,5.0,2.6,73.1,54.5,37.8,55.7,31.2,3.1,$716,"$1,609","$1,273",10903118223,12.4535,Rest of NSW,New South Wales,Murray,33.08306901674228
576,355.0,49.9%,44,0.0,3,"$2,531","$1,650",$340,2.6,62.7,1.4,6.8,5.0,25.4,15.1,9.3,6.5,23.3,10.0,7.2,10.4,0.0,0.0,9.3,0.0,6.0,5.5,2.7,82.2,74.2,23.3,66.2,27.5,0.0,$995,"$2,625","$2,531",10903118224,15.8458,Rest of NSW,New South Wales,Murray,22.403412891744185
577,355.0,49.9%,44,0.0,3,"$2,531","$1,650",$340,2.6,62.7,1.4,6.8,5.0,25.4,15.1,9.3,6.5,23.3,10.0,7.2,10.4,0.0,0.0,9.3,0.0,6.0,5.5,2.7,82.2,74.2,23.3,66.2,27.5,0.0,$995,"$2,625","$2,531",10903118224,15.8458,Rest of NSW,New South Wales,Murray,22.403412891744185
578,274.0,44.4%,35,4.0,2.7,"$1,542","$1,127",$175,2.3,62.4,2.6,4.2,4.8,28.0,19.0,12.2,2.6,18.5,9.5,3.2,7.9,0.0,0.0,8.5,0.0,6.6,4.8,1.8,73.2,72.5,13.8,60.6,27.0,2.2,$876,"$1,924","$1,542",10903118301,772.4236,Rest of NSW,New South Wales,Murray,0.35472763908301097
579,274.0,44.4%,35,4.0,2.7,"$1,542","$1,127",$175,2.3,62.4,2.6,4.2,4.8,28.0,19.0,12.2,2.6,18.5,9.5,3.2,7.9,0.0,0.0,8.5,0.0,6.6,4.8,1.8,73.2,72.5,13.8,60.6,27.0,2.2,$876,"$1,924","$1,542",10903118301,772.4236,Rest of NSW,New South Wales,Murray,0.35472763908301097
580,491.0,48.8%,54,20.0,2,$939,$906,$185,1.8,37.9,4.0,16.6,10.8,32.6,4.0,5.6,4.0,18.3,8.9,8.4,15.9,0.0,0.0,21.3,0.0,7.8,5.3,2.7,76.5,41.0,52.2,54.9,30.9,4.0,$498,"$1,166",$939,10903118302,1.3871,Rest of NSW,New South Wales,Murray,353.9759209862303
581,491.0,48.8%,54,20.0,2,$939,$906,$185,1.8,37.9,4.0,16.6,10.8,32.6,4.0,5.6,4.0,18.3,8.9,8.4,15.9,0.0,0.0,21.3,0.0,7.8,5.3,2.7,76.5,41.0,52.2,54.9,30.9,4.0,$498,"$1,166",$939,10903118302,1.3871,Rest of NSW,New South Wales,Murray,353.9759209862303
582,195.0,47.2%,53,10.0,2,"$1,014",$975,$150,1.8,35.5,4.2,10.2,9.0,39.8,0.0,4.8,3.6,20.5,13.9,5.4,17.5,0.0,0.0,12.7,0.0,2.0,6.6,1.5,77.0,40.4,44.0,67.2,25.4,0.0,$566,"$1,395","$1,014",10903118303,1.0038,Rest of NSW,New South Wales,Murray,194.26180514046624
583,195.0,47.2%,53,10.0,2,"$1,014",$975,$150,1.8,35.5,4.2,10.2,9.0,39.8,0.0,4.8,3.6,20.5,13.9,5.4,17.5,0.0,0.0,12.7,0.0,2.0,6.6,1.5,77.0,40.4,44.0,67.2,25.4,0.0,$566,"$1,395","$1,014",10903118303,1.0038,Rest of NSW,New South Wales,Murray,194.26180514046624
584,285.0,49.8%,61,12.0,1.9,$782,"$1,016",$200,1.6,47.7,4.6,13.0,13.7,22.1,9.9,9.5,3.4,17.6,12.6,6.9,14.5,0.0,0.0,13.7,0.0,9.7,1.4,1.4,82.4,46.9,47.7,47.2,36.6,8.9,$541,"$1,196",$782,10903118306,1.3291,Rest of NSW,New South Wales,Murray,214.43081784666316
585,285.0,49.8%,61,12.0,1.9,$782,"$1,016",$200,1.6,47.7,4.6,13.0,13.7,22.1,9.9,9.5,3.4,17.6,12.6,6.9,14.5,0.0,0.0,13.7,0.0,9.7,1.4,1.4,82.4,46.9,47.7,47.2,36.6,8.9,$541,"$1,196",$782,10903118306,1.3291,Rest of NSW,New South Wales,Murray,214.43081784666316
586,145.0,46.9%,57,3.0,1.7,$791,$400,$160,1.7,37.0,2.4,19.7,9.4,29.9,2.4,5.5,3.1,14.2,10.2,5.5,13.4,0.0,0.0,26.8,0.0,9.3,3.3,2.0,76.2,40.2,55.1,43.1,39.2,0.0,$454,$900,$791,10903118307,0.7103,Rest of NSW,New South Wales,Murray,204.13909615655356
587,145.0,46.9%,57,3.0,1.7,$791,$400,$160,1.7,37.0,2.4,19.7,9.4,29.9,2.4,5.5,3.1,14.2,10.2,5.5,13.4,0.0,0.0,26.8,0.0,9.3,3.3,2.0,76.2,40.2,55.1,43.1,39.2,0.0,$454,$900,$791,10903118307,0.7103,Rest of NSW,New South Wales,Murray,204.13909615655356
588,339.0,49.9%,46,23.0,2.2,"$1,062",$799,$150,1.6,39.6,4.8,14.1,14.4,30.4,7.8,7.0,3.0,16.7,8.1,4.8,15.2,0.0,0.0,12.6,0.0,13.8,2.9,0.0,67.6,46.3,33.3,58.4,35.2,3.2,$590,"$1,333","$1,062",10903118308,2.9977,Rest of NSW,New South Wales,Murray,113.08669980318244
589,339.0,49.9%,46,23.0,2.2,"$1,062",$799,$150,1.6,39.6,4.8,14.1,14.4,30.4,7.8,7.0,3.0,16.7,8.1,4.8,15.2,0.0,0.0,12.6,0.0,13.8,2.9,0.0,67.6,46.3,33.3,58.4,35.2,3.2,$590,"$1,333","$1,062",10903118308,2.9977,Rest of NSW,New South Wales,Murray,113.08669980318244
590,291.0,46.3%,45,4.0,2.5,"$1,097",$758,$225,2.4,54.5,3.4,6.4,3.4,27.2,7.7,6.0,6.8,19.1,11.5,7.7,18.3,0.0,0.0,11.5,0.0,9.1,3.8,4.2,77.4,60.9,32.3,55.9,33.6,7.0,$599,"$1,354","$1,097",10903118309,145.2437,Rest of NSW,New South Wales,Murray,2.0035292408551975
591,291.0,46.3%,45,4.0,2.5,"$1,097",$758,$225,2.4,54.5,3.4,6.4,3.4,27.2,7.7,6.0,6.8,19.1,11.5,7.7,18.3,0.0,0.0,11.5,0.0,9.1,3.8,4.2,77.4,60.9,32.3,55.9,33.6,7.0,$599,"$1,354","$1,097",10903118309,145.2437,Rest of NSW,New South Wales,Murray,2.0035292408551975
592,196.0,45.9%,45,8.0,2.5,"$1,437",$364,$150,2.7,56.1,7.0,5.1,6.4,32.5,12.1,8.3,0.0,12.1,21.0,10.8,8.9,0.0,0.0,6.4,0.0,5.9,2.5,2.5,77.0,61.8,22.3,69.1,26.8,0.0,$744,"$1,775","$1,437",10903118310,2060.4098,Rest of NSW,New South Wales,Murray,0.09512670731812672
593,196.0,45.9%,45,8.0,2.5,"$1,437",$364,$150,2.7,56.1,7.0,5.1,6.4,32.5,12.1,8.3,0.0,12.1,21.0,10.8,8.9,0.0,0.0,6.4,0.0,5.9,2.5,2.5,77.0,61.8,22.3,69.1,26.8,0.0,$744,"$1,775","$1,437",10903118310,2060.4098,Rest of NSW,New South Wales,Murray,0.09512670731812672
594,280.0,43.5%,47,3.0,2.3,"$1,412","$1,590",$120,2.5,53.6,5.4,8.6,1.8,31.5,17.6,9.9,1.4,13.5,12.6,3.2,14.4,0.0,0.0,13.5,0.0,6.0,4.6,2.8,75.4,66.7,23.0,70.9,27.0,2.0,$833,"$1,833","$1,412",10903118311,6545.3647,Rest of NSW,New South Wales,Murray,0.04277836497025139
595,280.0,43.5%,47,3.0,2.3,"$1,412","$1,590",$120,2.5,53.6,5.4,8.6,1.8,31.5,17.6,9.9,1.4,13.5,12.6,3.2,14.4,0.0,0.0,13.5,0.0,6.0,4.6,2.8,75.4,66.7,23.0,70.9,27.0,2.0,$833,"$1,833","$1,412",10903118311,6545.3647,Rest of NSW,New South Wales,Murray,0.04277836497025139
596,457.0,47.8%,45,7.0,2.8,"$1,649","$1,604",$238,2.6,59.2,3.7,4.3,3.7,29.1,13.1,9.1,4.8,15.2,13.1,10.9,11.7,0.0,0.0,10.1,0.0,4.6,2.6,2.2,83.9,71.7,23.5,64.3,29.7,1.9,$735,"$1,803","$1,649",10903118312,985.0533,Rest of NSW,New South Wales,Murray,0.46393428660154734
597,457.0,47.8%,45,7.0,2.8,"$1,649","$1,604",$238,2.6,59.2,3.7,4.3,3.7,29.1,13.1,9.1,4.8,15.2,13.1,10.9,11.7,0.0,0.0,10.1,0.0,4.6,2.6,2.2,83.9,71.7,23.5,64.3,29.7,1.9,$735,"$1,803","$1,649",10903118312,985.0533,Rest of NSW,New South Wales,Murray,0.46393428660154734
598,421.0,48.1%,42,9.0,2.6,"$1,474",$716,$100,2.6,55.1,2.7,8.0,3.3,29.5,10.7,9.2,6.0,14.9,10.7,5.7,10.1,0.0,0.0,7.1,0.0,3.3,2.2,1.7,76.1,66.1,16.1,67.6,24.8,1.4,$737,"$1,738","$1,474",10903118313,1575.5226,Rest of NSW,New South Wales,Murray,0.26721292350868214
599,421.0,48.1%,42,9.0,2.6,"$1,474",$716,$100,2.6,55.1,2.7,8.0,3.3,29.5,10.7,9.2,6.0,14.9,10.7,5.7,10.1,0.0,0.0,7.1,0.0,3.3,2.2,1.7,76.1,66.1,16.1,67.6,24.8,1.4,$737,"$1,738","$1,474",10903118313,1575.5226,Rest of NSW,New South Wales,Murray,0.26721292350868214
600,207.0,44.5%,39,5.0,2.7,"$1,390","$1,550",$175,2.8,52.1,0.0,11.0,3.7,36.2,15.3,6.7,1.8,14.1,9.2,8.6,14.7,0.0,0.0,10.4,0.0,2.9,3.4,1.4,77.4,62.0,23.9,70.3,26.7,3.0,$706,"$1,525","$1,390",10903118314,1304.6234,Rest of NSW,New South Wales,Murray,0.15866647800430378
601,207.0,44.5%,39,5.0,2.7,"$1,390","$1,550",$175,2.8,52.1,0.0,11.0,3.7,36.2,15.3,6.7,1.8,14.1,9.2,8.6,14.7,0.0,0.0,10.4,0.0,2.9,3.4,1.4,77.4,62.0,23.9,70.3,26.7,3.0,$706,"$1,525","$1,390",10903118314,1304.6234,Rest of NSW,New South Wales,Murray,0.15866647800430378
602,350.0,48.9%,51,6.0,2.5,"$1,478","$1,326",$200,2.6,57.7,1.0,8.3,5.3,29.0,18.0,8.0,2.0,16.3,10.0,10.7,9.3,0.0,0.0,8.3,0.0,6.6,1.7,4.9,78.9,70.7,22.7,65.6,25.5,1.4,$693,"$1,761","$1,478",10903118316,1011.8522,Rest of NSW,New South Wales,Murray,0.3459003202246336
603,350.0,48.9%,51,6.0,2.5,"$1,478","$1,326",$200,2.6,57.7,1.0,8.3,5.3,29.0,18.0,8.0,2.0,16.3,10.0,10.7,9.3,0.0,0.0,8.3,0.0,6.6,1.7,4.9,78.9,70.7,22.7,65.6,25.5,1.4,$693,"$1,761","$1,478",10903118316,1011.8522,Rest of NSW,New South Wales,Murray,0.3459003202246336
604,356.0,45.1%,43,9.0,2.8,"$1,721","$1,488",$150,2.5,52.7,2.9,7.9,4.0,34.7,13.7,6.9,5.8,16.6,9.7,10.1,16.2,0.0,0.0,9.7,0.0,3.7,4.6,3.4,83.0,69.7,24.2,63.2,26.4,4.7,$756,"$1,825","$1,721",10903118318,368.7656,Rest of NSW,New South Wales,Murray,0.9653828882086616
605,356.0,45.1%,43,9.0,2.8,"$1,721","$1,488",$150,2.5,52.7,2.9,7.9,4.0,34.7,13.7,6.9,5.8,16.6,9.7,10.1,16.2,0.0,0.0,9.7,0.0,3.7,4.6,3.4,83.0,69.7,24.2,63.2,26.4,4.7,$756,"$1,825","$1,721",10903118318,368.7656,Rest of NSW,New South Wales,Murray,0.9653828882086616
606,298.0,47.2%,37,15.0,2.7,"$1,162",$600,$100,2.4,59.8,4.6,5.9,4.1,25.1,19.2,10.0,6.4,12.3,13.7,9.1,9.1,0.0,0.0,11.4,0.0,6.9,1.4,5.5,77.9,69.4,22.4,69.7,26.3,2.0,$669,"$1,687","$1,162",10903118319,462.8996,Rest of NSW,New South Wales,Murray,0.6437681086784262
607,298.0,47.2%,37,15.0,2.7,"$1,162",$600,$100,2.4,59.8,4.6,5.9,4.1,25.1,19.2,10.0,6.4,12.3,13.7,9.1,9.1,0.0,0.0,11.4,0.0,6.9,1.4,5.5,77.9,69.4,22.4,69.7,26.3,2.0,$669,"$1,687","$1,162",10903118319,462.8996,Rest of NSW,New South Wales,Murray,0.6437681086784262
608,215.0,46.8%,47,4.0,2.6,"$1,542","$1,200",$185,2.5,60.9,2.2,6.7,2.2,29.1,15.1,13.4,1.7,12.3,11.2,5.6,16.8,0.0,0.0,8.9,0.0,6.5,3.7,3.2,80.6,69.3,25.1,62.9,37.1,0.0,$819,"$1,825","$1,542",10903118320,590.7847,Rest of NSW,New South Wales,Murray,0.36392276238704213
609,215.0,46.8%,47,4.0,2.6,"$1,542","$1,200",$185,2.5,60.9,2.2,6.7,2.2,29.1,15.1,13.4,1.7,12.3,11.2,5.6,16.8,0.0,0.0,8.9,0.0,6.5,3.7,3.2,80.6,69.3,25.1,62.9,37.1,0.0,$819,"$1,825","$1,542",10903118320,590.7847,Rest of NSW,New South Wales,Murray,0.36392276238704213
610,72.0,52.8%,61,,2.2,"$1,875","$1,690",$405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903118321,1.6739,Rest of NSW,New South Wales,Murray,43.01332218173129
611,72.0,52.8%,61,,2.2,"$1,875","$1,690",$405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903118321,1.6739,Rest of NSW,New South Wales,Murray,43.01332218173129
612,572.0,49.5%,48,9.0,2.5,"$1,368","$1,361",$160,2.5,61.7,0.7,9.3,3.7,23.7,14.6,5.9,4.3,15.9,10.7,9.1,14.3,0.0,0.0,8.3,0.0,6.9,2.4,3.5,76.0,63.0,28.0,63.1,28.6,2.1,$703,"$1,586","$1,368",10903118323,1855.9353,Rest of NSW,New South Wales,Murray,0.30820039901175433
613,572.0,49.5%,48,9.0,2.5,"$1,368","$1,361",$160,2.5,61.7,0.7,9.3,3.7,23.7,14.6,5.9,4.3,15.9,10.7,9.1,14.3,0.0,0.0,8.3,0.0,6.9,2.4,3.5,76.0,63.0,28.0,63.1,28.6,2.1,$703,"$1,586","$1,368",10903118323,1855.9353,Rest of NSW,New South Wales,Murray,0.30820039901175433
614,572.0,49.5%,48,9.0,2.5,"$1,368","$1,361",$160,2.5,61.7,0.7,9.3,3.7,23.7,14.6,5.9,4.3,15.9,10.7,9.1,14.3,0.0,0.0,8.3,0.0,6.9,2.4,3.5,76.0,63.0,28.0,63.1,28.6,2.1,$703,"$1,586","$1,368",10903118324,0.095,Rest of NSW,New South Wales,Murray,6021.0526315789475
615,572.0,49.5%,48,9.0,2.5,"$1,368","$1,361",$160,2.5,61.7,0.7,9.3,3.7,23.7,14.6,5.9,4.3,15.9,10.7,9.1,14.3,0.0,0.0,8.3,0.0,6.9,2.4,3.5,76.0,63.0,28.0,63.1,28.6,2.1,$703,"$1,586","$1,368",10903118324,0.095,Rest of NSW,New South Wales,Murray,6021.0526315789475
616,475.0,46.8%,50,16.0,2.5,"$1,552","$1,603",$150,2.4,62.7,3.8,4.3,3.3,24.4,12.7,9.4,3.3,16.2,12.7,9.4,13.2,0.0,0.0,9.6,2.0,9.7,2.7,2.9,79.8,68.0,24.1,59.7,31.7,1.5,$772,"$1,762","$1,552",10903118325,645.9603,Rest of NSW,New South Wales,Murray,0.735339308003913
