,People,Female,Median age,Renter households where rent payments are less than or equal to 30% of household income (b),Average number of people per household,Median weekly household income,Median monthly mortgage repayments,Median weekly rent (b),Average number of motor vehicles per dwelling,Married,Separated,Divorced,Widowed,Never married,Bachelor Degree level and above,Advanced Diploma and Diploma level,Certificate level IV,Certificate level III,Year 12,Year 11,Year 10,Certificate level II,Certificate level I,Year 9 or below,No educational attainment,Both parents born overseas,Father only born overseas,Mother only born overseas,Both parents born in Australia,In the labour force,Not in the labour force,Worked full-time,Worked part-time,Unemployed,Personal (b),Family (c),Household (d),SA1 Code,Area sqkm,Region,State,SA4_NAME_2016,Density
467,513.0,52.0%,47,30.0,2.3,"$1,562","$1,533",$360,2.2,49.6,3.3,9.5,8.3,29.3,9.7,8.7,4.5,22.7,10.2,3.3,20.3,0.0,0.0,9.0,0.0,10.1,5.6,3.3,75.6,63.1,33.6,58.1,28.5,1.1,$785,"$2,045","$1,562",10105153912,0.3317,Rest of NSW,New South Wales,Capital Region,1546.5782333433826
468,223.0,51.6%,46,22.0,2.2,"$1,235","$1,300",$325,1.7,38.5,5.2,12.5,5.7,43.2,8.9,7.3,2.6,21.9,10.9,2.1,16.7,0.0,0.0,16.7,0.0,10.7,4.9,1.3,76.4,50.5,42.7,53.6,37.1,4.1,$584,"$1,562","$1,235",10105153913,0.2396,Rest of NSW,New South Wales,Capital Region,930.7178631051753
469,400.0,50.5%,41,17.0,2.7,"$1,656","$1,733",$383,2,56.0,3.2,6.5,5.2,26.9,13.3,10.7,5.8,19.4,12.0,4.5,15.5,1.0,0.0,9.4,0.0,8.6,5.4,2.2,80.4,66.3,32.7,56.6,34.1,0.0,$784,"$2,017","$1,656",10105153914,0.3858,Rest of NSW,New South Wales,Capital Region,1036.8066355624676
470,279.0,45.9%,38,25.0,2.1,"$1,174","$1,370",$300,1.6,32.9,2.3,18.0,9.0,40.1,9.9,6.8,4.5,14.4,10.4,5.0,19.4,0.0,0.0,11.3,0.0,6.9,2.5,4.7,75.3,56.3,31.5,56.8,29.6,4.0,$747,"$1,625","$1,174",10105153915,0.1719,Rest of NSW,New South Wales,Capital Region,1623.0366492146597
471,605.0,47.0%,46,13.0,2.9,"$2,229","$2,167",$475,2.7,63.9,3.2,7.1,3.8,23.4,18.3,13.3,7.3,18.3,11.9,1.0,13.5,0.0,0.0,8.7,0.8,23.3,4.8,3.1,66.8,62.3,34.9,60.2,30.1,1.0,$881,"$2,358","$2,229",10105153916,9.2106,Rest of NSW,New South Wales,Capital Region,65.68518880420386
472,308.0,51.3%,36,15.0,2.3,"$1,187","$1,300",$335,1.7,34.5,1.3,11.8,8.8,42.4,11.8,5.9,3.4,21.4,12.2,4.2,15.1,0.0,0.0,14.7,0.0,3.9,7.4,4.5,77.0,50.0,43.3,66.4,22.7,0.0,$708,"$1,483","$1,187",10105153917,0.1444,Rest of NSW,New South Wales,Capital Region,2132.9639889196674
473,327.0,54.9%,58,33.0,1.7,$919,"$1,280",$300,1.3,23.2,4.8,19.1,14.0,37.9,10.9,8.9,4.4,13.7,8.5,2.4,16.4,0.0,0.0,15.4,0.0,12.9,5.1,4.2,61.3,39.2,45.1,47.0,27.8,8.7,$569,"$1,359",$919,10105153918,0.3902,Rest of NSW,New South Wales,Capital Region,838.0317785750897
474,501.0,55.7%,49,44.0,1.9,"$1,104","$1,404",$310,1.5,31.3,3.6,9.5,9.5,44.8,17.1,8.1,5.0,14.9,9.2,3.8,16.0,0.0,0.0,10.4,1.1,14.1,6.1,4.6,65.1,52.3,38.7,54.3,29.7,9.1,$714,"$1,825","$1,104",10105153919,0.4862,Rest of NSW,New South Wales,Capital Region,1030.4401480872068
475,817.0,51.1%,33,58.0,2.9,"$2,116","$1,900",$420,1.9,51.8,3.3,6.7,3.2,35.4,16.7,7.7,6.3,16.7,14.9,4.0,15.4,0.0,0.0,10.7,0.0,16.6,5.2,4.6,69.2,67.9,28.4,61.9,27.8,4.2,$885,"$2,189","$2,116",10105153920,0.7451,Rest of NSW,New South Wales,Capital Region,1096.4971144812778
476,413.0,51.2%,38,24.0,2.6,"$1,625","$1,720",$335,2,42.6,6.3,9.5,8.8,36.3,11.0,8.5,6.6,19.9,11.7,1.3,19.9,0.0,0.0,10.7,0.0,7.1,5.6,2.7,79.6,62.8,32.2,59.3,31.7,2.0,$812,"$1,912","$1,625",10105153921,0.2444,Rest of NSW,New South Wales,Capital Region,1689.8527004909984
477,579.0,48.5%,41,3.0,2.8,"$2,558","$2,600",$180,2.3,60.7,3.3,6.5,5.1,25.0,19.9,12.1,7.6,17.6,11.6,1.3,11.8,0.0,0.0,6.9,0.0,10.6,7.0,2.7,76.8,66.1,30.8,65.2,28.4,1.0,"$1,072","$3,086","$2,558",10105153922,2.3917,Rest of NSW,New South Wales,Capital Region,242.08721829660908
478,371.0,49.9%,42,18.0,2.6,"$2,037","$1,871",$370,2.2,48.5,1.7,7.7,3.0,35.1,13.4,11.7,5.7,14.7,10.4,3.7,15.4,0.0,0.0,11.7,0.0,14.3,4.7,4.4,74.7,62.5,32.4,62.0,33.7,1.6,$844,"$2,230","$2,037",10105153923,5.712,Rest of NSW,New South Wales,Capital Region,64.95098039215686
479,439.0,51.4%,34,50.0,2.3,$812,"$1,366",$210,1.4,31.2,4.6,9.8,6.4,47.4,5.8,5.8,2.8,19.3,8.0,4.0,23.2,0.0,0.0,12.2,0.0,5.9,6.4,1.1,74.4,41.6,49.2,39.7,32.4,13.2,$460,$933,$812,10105153924,0.1993,Rest of NSW,New South Wales,Capital Region,2202.709483191169
480,445.0,50.5%,41,53.0,2,"$1,237","$1,387",$295,1.5,28.8,4.7,13.6,6.3,44.8,14.1,9.4,6.3,20.4,12.0,1.0,16.5,0.0,0.0,11.8,0.8,14.4,4.0,3.5,73.2,58.9,36.1,61.8,26.2,7.1,$770,"$1,771","$1,237",10105153925,0.22,Rest of NSW,New South Wales,Capital Region,2022.7272727272727
481,433.0,49.3%,40,40.0,2.2,"$1,166","$1,560",$300,1.6,35.7,4.0,13.5,6.1,41.5,10.1,8.4,5.2,16.7,8.6,3.2,17.9,0.0,0.0,15.9,0.0,12.1,3.0,0.9,74.1,49.3,42.4,58.5,29.8,8.8,$594,"$1,461","$1,166",10105153926,0.3509,Rest of NSW,New South Wales,Capital Region,1233.9697919635223
482,227.0,47.8%,49,16.0,2.2,"$1,807","$1,517",$350,1.9,49.5,2.0,8.8,6.9,30.4,19.6,10.8,4.4,16.7,16.7,2.0,11.8,0.0,0.0,4.4,0.0,9.9,6.8,1.8,77.0,60.3,34.8,58.5,35.0,0.0,$850,"$2,111","$1,807",10105153927,0.2734,Rest of NSW,New South Wales,Capital Region,830.2852962692027
483,103.0,45.4%,40,,2.3,"$1,875","$2,253",$320,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10105153928,1.2726,Rest of NSW,New South Wales,Capital Region,80.93666509508094
484,551.0,49.5%,35,37.0,2.4,"$1,281","$1,517",$340,1.7,39.0,3.8,11.3,5.7,40.7,12.1,9.2,7.1,18.7,10.4,4.7,17.7,0.0,0.0,11.3,1.7,15.5,4.9,3.1,71.5,59.3,37.6,56.6,36.7,4.8,$709,"$1,666","$1,281",10105153929,0.3847,Rest of NSW,New South Wales,Capital Region,1432.2848973225891
485,390.0,49.4%,48,9.0,2.6,"$1,990","$2,002",$405,2.3,61.0,2.8,7.1,6.1,23.6,23.9,13.8,7.4,15.3,13.8,2.5,6.4,0.0,0.0,7.7,0.0,10.3,5.4,2.6,80.2,62.0,35.6,55.9,34.7,4.0,$926,"$2,283","$1,990",10105153930,0.7795,Rest of NSW,New South Wales,Capital Region,500.3207184092367
486,380.0,46.2%,37,60.0,1.9,"$1,119","$1,733",$280,1.3,32.7,4.9,8.9,7.0,45.3,26.0,7.6,1.5,11.6,13.1,3.1,11.9,0.0,0.9,5.8,0.9,29.0,3.7,3.7,53.7,57.8,33.0,52.9,31.7,6.3,$834,"$1,713","$1,119",10105153931,0.3255,Rest of NSW,New South Wales,Capital Region,1167.4347158218125
487,423.0,49.6%,37,36.0,2.5,"$1,604","$1,712",$340,1.9,41.1,5.9,10.3,4.1,40.2,19.6,8.5,7.6,16.4,12.6,4.7,15.2,0.0,0.0,5.3,0.0,13.5,9.2,3.1,69.4,66.0,29.6,53.8,29.8,8.0,$812,"$1,962","$1,604",10105153932,0.1858,Rest of NSW,New South Wales,Capital Region,2276.6415500538214
488,271.0,54.3%,40,21.0,2.1,"$1,260","$1,636",$320,1.5,38.9,6.0,8.3,5.6,39.4,14.8,12.0,5.1,16.2,14.4,3.7,16.7,0.0,0.0,7.4,0.0,12.3,4.9,3.0,74.6,58.3,34.7,57.9,35.7,0.0,$747,"$1,531","$1,260",10105153933,0.1089,Rest of NSW,New South Wales,Capital Region,2488.5215794306705
489,275.0,47.7%,39,43.0,1.9,"$1,292","$1,229",$265,1.5,31.7,4.6,14.2,1.2,48.3,17.9,8.3,4.6,20.0,7.9,4.6,14.6,0.0,0.0,5.8,0.0,19.7,4.0,2.6,66.1,61.2,31.2,63.9,25.9,6.8,$818,"$1,767","$1,292",10105153934,0.1702,Rest of NSW,New South Wales,Capital Region,1615.7461809635724
490,507.0,50.6%,44,48.0,2,"$1,160","$1,733",$265,1.4,43.4,3.7,11.5,7.2,35.1,25.2,9.5,2.3,10.4,9.0,1.6,14.3,0.0,0.0,9.2,0.0,14.1,4.0,5.0,65.2,50.8,36.7,60.5,28.6,5.9,$736,"$2,033","$1,160",10105153935,0.3086,Rest of NSW,New South Wales,Capital Region,1642.903434867142
491,305.0,53.5%,48,29.0,2.2,"$1,406","$1,454",$313,1.7,43.9,0.0,11.7,9.6,36.0,20.5,13.4,4.6,15.1,14.6,5.0,12.1,0.0,0.0,10.9,0.0,14.6,5.1,7.6,68.8,57.3,43.9,64.2,27.7,3.6,$861,"$2,022","$1,406",10105153936,0.1512,Rest of NSW,New South Wales,Capital Region,2017.195767195767
492,508.0,51.1%,35,54.0,2.6,"$1,010","$1,950",$204,1.6,28.6,4.1,13.0,4.3,51.2,4.9,5.1,5.1,14.3,11.5,4.1,18.7,0.0,0.0,20.7,1.3,5.8,3.2,4.2,71.3,45.5,42.7,43.8,37.6,11.8,$502,"$1,259","$1,010",10105153937,0.2015,Rest of NSW,New South Wales,Capital Region,2521.091811414392
493,291.0,50.0%,41,17.0,2.4,"$1,416","$1,525",$360,1.9,50.6,1.6,9.5,5.3,30.5,10.3,9.9,3.7,21.4,14.0,4.9,12.8,0.0,0.0,6.6,2.1,7.4,4.6,7.0,76.1,60.9,35.4,57.4,33.1,4.1,$717,"$1,825","$1,416",10105153938,0.1625,Rest of NSW,New South Wales,Capital Region,1790.7692307692307
494,353.0,48.4%,57,14.0,2.2,$933,"$1,733",$300,1.9,40.6,2.6,9.0,19.0,27.7,7.4,7.1,1.3,14.8,9.0,2.9,20.0,0.0,0.0,18.7,0.0,5.4,4.3,0.9,77.8,41.0,51.6,59.8,29.9,4.7,$488,"$1,708",$933,10105153939,15.4567,Rest of NSW,New South Wales,Capital Region,22.837992585739517
495,215.0,44.2%,39,20.0,2.4,"$1,318","$1,517",$330,1.7,34.7,6.2,8.0,9.1,40.9,11.4,5.7,2.3,14.8,16.5,8.0,15.9,0.0,0.0,14.8,0.0,12.9,4.8,3.8,75.1,60.2,39.8,49.1,34.0,8.5,$683,"$1,562","$1,318",10105153940,0.1112,Rest of NSW,New South Wales,Capital Region,1933.453237410072
496,216.0,52.6%,48,10.0,2.4,"$1,458","$1,625",$310,1.9,48.7,1.6,9.6,8.0,29.9,14.4,10.7,3.7,17.1,7.5,3.7,18.7,0.0,0.0,8.6,1.6,12.6,6.0,5.6,73.0,61.5,33.2,48.7,31.3,9.6,$730,"$1,812","$1,458",10105153941,0.1373,Rest of NSW,New South Wales,Capital Region,1573.19737800437
497,562.0,50.1%,46,49.0,2.2,"$1,139","$1,387",$320,1.8,28.7,2.3,12.0,15.5,41.0,5.2,5.6,2.7,16.5,10.5,3.5,19.2,0.0,0.0,20.8,0.8,10.3,3.6,2.8,71.2,45.2,47.6,56.6,28.3,5.9,$494,"$1,463","$1,139",10105153942,0.3106,Rest of NSW,New South Wales,Capital Region,1809.4011590470059
498,399.0,51.5%,46,21.0,2.4,"$1,663","$1,495",$360,2,52.7,3.9,8.3,6.8,28.0,12.8,8.9,6.5,16.7,13.4,1.8,16.4,0.0,0.0,9.2,1.2,16.3,6.0,5.3,66.7,62.2,30.4,64.1,31.1,2.4,$797,"$2,083","$1,663",10105153943,1.244,Rest of NSW,New South Wales,Capital Region,320.7395498392283
499,519.0,51.0%,36,49.0,2.4,"$1,609","$1,584",$330,1.9,47.2,3.3,7.2,5.4,37.4,13.1,7.2,4.9,19.9,14.7,2.8,14.7,0.0,0.0,10.3,0.0,13.6,4.4,4.0,74.7,68.0,27.8,58.8,35.4,4.8,$796,"$1,886","$1,609",10105153944,0.2683,Rest of NSW,New South Wales,Capital Region,1934.4017890421171
