,People,Female,Median age,Renter households where rent payments are less than or equal to 30% of household income (b),Average number of people per household,Median weekly household income,Median monthly mortgage repayments,Median weekly rent (b),Average number of motor vehicles per dwelling,Married,Separated,Divorced,Widowed,Never married,Bachelor Degree level and above,Advanced Diploma and Diploma level,Certificate level IV,Certificate level III,Year 12,Year 11,Year 10,Certificate level II,Certificate level I,Year 9 or below,No educational attainment,Both parents born overseas,Father only born overseas,Mother only born overseas,Both parents born in Australia,In the labour force,Not in the labour force,Worked full-time,Worked part-time,Unemployed,Personal (b),Family (c),Household (d),SA1 Code,Area sqkm,Region,State,SA4_NAME_2016,Density
392,214.0,47.2%,51,6.0,2.4,"$1,578","$1,500",$250,2.2,60.5,1.7,14.1,3.4,20.9,14.1,6.8,2.3,24.9,6.2,4.5,16.4,0.0,0.0,7.9,0.0,16.4,1.4,7.2,68.1,54.2,42.4,47.9,36.5,0.0,$620,"$1,625","$1,578",10104102523,14.8988,Rest of NSW,New South Wales,Capital Region,14.363572905200419
393,321.0,49.7%,44,6.0,2.7,"$1,487","$1,745",$375,2.4,54.7,1.6,10.2,2.8,31.5,20.1,8.7,4.7,24.4,10.6,8.3,11.8,0.0,0.0,6.7,0.0,14.9,5.3,7.7,68.4,65.7,30.7,56.9,38.3,0.0,$683,"$1,768","$1,487",10104102524,10.7141,Rest of NSW,New South Wales,Capital Region,29.960519315668137
394,519.0,48.8%,62,11.0,2,$859,"$1,517",$210,2,53.4,5.0,14.9,7.3,19.0,15.9,6.5,3.0,18.1,11.0,3.9,16.8,0.0,0.0,8.6,0.0,16.4,6.8,3.2,65.7,39.9,50.2,43.2,40.5,2.7,$565,"$1,258",$859,10104102525,19.155,Rest of NSW,New South Wales,Capital Region,27.094753328112763
395,675.0,52.0%,50,15.0,2.4,"$1,490","$1,950",$420,1.9,60.6,3.2,7.2,4.4,24.6,23.1,11.6,4.6,18.3,13.4,4.0,10.2,0.7,0.0,7.0,0.0,18.9,8.4,4.0,66.3,51.1,46.0,60.0,34.8,0.0,$779,"$1,833","$1,490",10104102526,2.0542,Rest of NSW,New South Wales,Capital Region,328.595073507935
396,557.0,51.5%,48,22.0,2.4,"$1,460","$1,950",$420,1.9,51.4,1.8,12.3,5.1,29.2,17.6,10.3,3.5,19.6,13.6,4.0,13.0,0.0,0.0,5.1,1.1,20.1,7.6,4.5,63.8,58.5,37.6,52.6,36.8,2.3,$726,"$1,812","$1,460",10104102527,1.2072,Rest of NSW,New South Wales,Capital Region,461.3982770046388
397,575.0,50.7%,53,40.0,1.9,"$1,042","$1,430",$250,1.5,35.8,2.9,12.1,6.6,41.8,17.7,9.8,3.5,15.8,11.9,5.6,16.0,0.0,0.0,10.0,0.0,19.2,6.1,3.8,64.7,53.6,41.4,45.3,42.8,5.8,$620,"$1,666","$1,042",10104102528,0.8732,Rest of NSW,New South Wales,Capital Region,658.4974805313789
398,361.0,51.5%,49,30.0,2,$976,"$1,625",$315,1.5,39.4,2.2,17.3,4.5,35.3,17.0,7.4,2.9,19.9,10.6,3.8,16.7,0.0,0.0,7.4,0.0,14.7,8.7,5.2,63.6,53.2,38.8,50.6,44.0,4.2,$639,"$1,303",$976,10104102529,0.6465,Rest of NSW,New South Wales,Capital Region,558.3913379737046
399,358.0,53.7%,57,15.0,2.3,"$1,452","$2,040",$360,1.9,49.0,5.6,12.5,6.9,27.3,25.7,10.5,6.6,15.1,14.5,3.6,10.5,0.0,0.0,5.6,0.0,17.4,6.7,5.9,66.4,47.4,47.4,56.2,41.7,0.0,$743,"$1,760","$1,452",10104102530,0.2995,Rest of NSW,New South Wales,Capital Region,1195.3255425709517
400,358.0,53.7%,57,15.0,2.3,"$1,452","$2,040",$360,1.9,49.0,5.6,12.5,6.9,27.3,25.7,10.5,6.6,15.1,14.5,3.6,10.5,0.0,0.0,5.6,0.0,17.4,6.7,5.9,66.4,47.4,47.4,56.2,41.7,0.0,$743,"$1,760","$1,452",10104102531,7.731,Rest of NSW,New South Wales,Capital Region,46.307075410684256
401,401.0,50.2%,61,23.0,2,"$1,052","$1,257",$300,1.7,36.8,2.8,9.9,19.3,29.5,7.9,6.2,4.2,18.4,6.5,3.7,16.7,0.0,0.0,22.4,0.0,18.5,6.0,5.0,65.5,39.4,53.5,44.6,47.5,2.2,$445,"$1,357","$1,052",10104102532,2.9994,Rest of NSW,New South Wales,Capital Region,133.69340534773622
402,538.0,52.7%,61,18.0,2,$987,"$1,517",$350,1.7,51.6,3.7,12.8,8.5,23.2,14.9,10.6,4.3,18.2,9.9,2.9,13.3,0.0,0.0,10.6,0.0,19.3,5.9,4.8,61.9,39.3,53.0,47.9,43.2,2.1,$577,"$1,289",$987,10104102601,0.8331,Rest of NSW,New South Wales,Capital Region,645.7808186292162
403,339.0,51.0%,63,10.0,1.9,"$1,131","$1,975",$280,1.8,59.4,3.8,8.5,3.8,25.2,23.9,11.9,3.5,17.9,7.2,4.4,13.5,0.0,0.0,3.5,0.0,16.0,5.9,4.2,66.5,43.1,51.6,47.4,38.7,5.1,$643,"$1,416","$1,131",10104102603,0.8936,Rest of NSW,New South Wales,Capital Region,379.3643688451209
404,313.0,49.7%,63,14.0,1.8,"$1,097","$1,300",$307,1.6,52.7,2.7,15.1,6.2,21.6,17.1,12.3,3.4,21.9,5.8,3.8,13.0,0.0,0.0,8.9,0.0,12.0,6.3,4.7,69.9,40.1,55.1,41.0,46.2,0.0,$680,"$1,347","$1,097",10104102604,0.509,Rest of NSW,New South Wales,Capital Region,614.9312377210216
405,543.0,49.9%,64,17.0,1.9,$930,"$1,517",$305,1.6,55.5,4.9,11.5,9.9,19.8,17.6,8.5,4.5,14.0,11.5,3.6,19.0,0.0,0.0,7.5,0.0,18.8,5.2,3.1,65.7,33.2,61.1,48.8,45.1,2.4,$529,"$1,170",$930,10104102605,0.5419,Rest of NSW,New South Wales,Capital Region,1002.0298948145413
406,336.0,48.8%,57,8.0,2.3,"$1,461","$2,119",$260,2.3,58.7,2.7,8.5,8.9,22.2,27.0,9.2,5.1,19.8,8.2,1.4,13.3,0.0,0.0,3.4,0.0,14.2,7.3,3.6,71.9,49.5,44.7,53.8,36.6,2.8,$678,"$1,800","$1,461",10104102606,8.2658,Rest of NSW,New South Wales,Capital Region,40.649422923371
407,436.0,51.4%,52,11.0,2.2,"$1,286","$1,517",$355,2,40.7,2.2,13.8,11.4,33.1,13.6,9.5,6.0,16.0,12.2,5.1,14.9,1.4,0.0,10.3,0.0,14.9,6.4,6.4,66.4,53.4,40.9,49.2,41.1,3.0,$605,"$1,524","$1,286",10104102607,0.7057,Rest of NSW,New South Wales,Capital Region,617.8262717868782
408,389.0,55.1%,59,18.0,2.2,$906,"$1,490",$300,1.5,37.8,3.6,11.0,20.2,27.7,9.8,4.5,1.8,17.6,11.0,4.5,18.5,0.0,0.0,10.7,0.0,13.1,2.9,4.2,70.7,37.2,52.4,46.4,40.0,4.0,$495,"$1,237",$906,10104102608,0.5382,Rest of NSW,New South Wales,Capital Region,722.7796358231141
409,419.0,50.2%,50,28.0,2.1,"$1,073","$1,404",$330,1.6,35.5,1.4,13.1,8.2,39.6,12.3,7.1,5.2,15.0,12.6,4.9,14.8,0.0,0.0,13.7,0.0,15.8,5.0,3.6,66.5,45.6,44.0,50.3,38.3,6.0,$591,"$1,347","$1,073",10104102609,0.4817,Rest of NSW,New South Wales,Capital Region,869.8359975088229
410,250.0,48.8%,42,17.0,2.3,"$1,012","$1,460",$220,1.8,34.3,6.3,9.7,3.9,44.0,7.2,9.7,1.9,11.1,15.5,5.3,10.1,0.0,0.0,17.9,1.4,14.2,4.6,5.7,55.9,33.3,51.7,56.5,40.6,0.0,$488,"$1,187","$1,012",10104102610,0.3901,Rest of NSW,New South Wales,Capital Region,640.861317610869
411,187.0,45.0%,56,5.0,2.3,"$1,125","$1,842",$400,2.2,59.9,3.5,4.1,5.8,23.8,13.4,9.9,5.8,20.3,12.2,2.9,14.5,0.0,0.0,10.5,0.0,10.2,5.4,7.0,75.8,48.3,46.5,47.0,34.9,3.6,$559,"$1,375","$1,125",10104102611,11.6438,Rest of NSW,New South Wales,Capital Region,16.060049124856146
412,343.0,45.2%,58,11.0,2.2,"$1,075","$1,712",$150,2.3,48.1,4.8,12.6,6.8,29.4,14.3,11.3,4.4,18.8,8.5,2.7,13.0,0.0,0.0,8.5,1.4,12.2,7.7,2.4,68.2,43.0,43.7,54.0,33.3,2.4,$586,"$1,468","$1,075",10104102613,23.271,Rest of NSW,New South Wales,Capital Region,14.739375188002233
413,693.0,50.6%,53,31.0,2.2,"$1,386","$1,733",$325,1.9,50.1,4.0,13.0,4.6,28.2,22.8,8.4,4.4,14.8,8.4,3.7,10.5,0.0,0.0,5.7,0.0,13.8,4.7,4.5,61.2,46.5,37.3,46.7,40.6,2.2,$721,"$1,683","$1,386",10104102614,10.8264,Rest of NSW,New South Wales,Capital Region,64.01019729549989
414,429.0,52.1%,50,15.0,2.4,"$1,312","$1,517",$365,2.1,48.2,2.8,9.6,4.7,33.1,24.8,10.5,5.2,17.9,11.8,2.8,12.1,0.0,0.0,4.4,0.0,12.9,8.6,6.0,66.8,55.6,38.6,43.6,44.1,2.0,$699,"$1,625","$1,312",10104102615,1.5497,Rest of NSW,New South Wales,Capital Region,276.82777311737755
415,227.0,48.9%,53,0.0,2.5,"$1,416","$1,684",$320,2.5,57.1,1.6,7.3,2.6,30.9,20.9,9.4,1.6,18.8,10.5,3.7,12.6,0.0,0.0,9.9,0.0,13.2,7.5,7.5,61.7,54.5,39.8,47.1,34.6,3.8,$689,"$1,791","$1,416",10104102616,40.1804,Rest of NSW,New South Wales,Capital Region,5.649520661815213
416,253.0,50.6%,48,12.0,2.3,"$1,550","$1,687",$340,2.3,34.1,3.4,17.8,3.8,38.5,30.3,7.2,6.2,16.8,9.6,6.2,8.2,0.0,0.0,6.2,0.0,12.1,3.6,5.7,69.6,59.6,32.2,48.4,42.7,0.0,$805,"$2,083","$1,550",10104102617,10.1192,Rest of NSW,New South Wales,Capital Region,25.001976440825363
417,348.0,48.9%,58,3.0,2.3,"$1,259","$1,517",$250,2.1,54.8,3.2,9.6,5.4,26.0,29.5,10.9,4.8,15.4,5.4,1.0,9.6,0.0,0.0,3.2,0.0,17.8,7.3,5.3,60.8,46.8,43.3,47.3,42.5,4.8,$622,"$1,541","$1,259",10104102618,16.9319,Rest of NSW,New South Wales,Capital Region,20.552920818100745
418,329.0,51.8%,57,3.0,2.4,"$1,471","$1,647",$350,2.5,60.3,2.4,8.4,5.1,22.9,21.2,13.1,4.4,24.6,10.4,3.4,7.1,0.0,0.0,6.4,0.0,19.4,6.6,5.3,66.8,60.9,36.4,56.4,39.8,2.2,$765,"$1,713","$1,471",10104102619,9.8931,Rest of NSW,New South Wales,Capital Region,33.25550130899313
419,306.0,52.3%,43,27.0,2.2,$883,"$1,252",$278,1.8,35.7,5.2,10.4,9.6,39.0,10.4,7.6,3.2,17.7,10.4,2.8,16.9,0.0,0.0,11.6,1.2,11.3,5.6,3.3,69.1,48.6,42.2,45.5,39.7,2.5,$531,"$1,424",$883,10104102620,0.6426,Rest of NSW,New South Wales,Capital Region,476.1904761904762
420,393.0,48.1%,45,18.0,2.4,"$1,156","$1,545",$285,1.9,42.2,4.7,12.7,5.3,35.4,9.0,6.8,4.3,17.4,11.8,5.3,11.2,0.0,0.0,12.1,0.0,13.7,5.2,3.0,61.8,44.7,41.0,52.1,34.7,4.2,$621,"$1,375","$1,156",10104102621,0.8504,Rest of NSW,New South Wales,Capital Region,462.1354656632173
421,284.0,46.9%,49,7.0,2.5,"$1,392","$1,517",$350,2.7,54.8,1.3,6.7,5.9,31.8,13.8,9.2,4.6,23.8,9.2,5.9,12.1,0.0,0.0,7.5,0.0,11.6,7.2,4.5,70.9,58.6,35.6,48.6,40.7,4.3,$631,"$1,625","$1,392",10104102622,15.6041,Rest of NSW,New South Wales,Capital Region,18.200344781179304
422,296.0,43.3%,55,27.0,1.9,$838,"$1,135",$228,1.5,33.7,2.3,16.3,11.7,36.4,9.8,10.2,4.2,12.9,8.7,2.3,14.4,0.0,0.0,8.7,0.0,14.2,5.4,3.7,63.2,35.6,49.2,47.9,43.6,0.0,$526,"$1,297",$838,10104102623,2.2324,Rest of NSW,New South Wales,Capital Region,132.59272531804336
423,282.0,46.3%,45,10.0,2.4,"$1,089","$1,434",$340,1.9,41.7,4.3,15.2,4.3,33.0,7.0,9.6,2.2,17.8,9.1,5.2,17.0,0.0,0.0,16.5,0.0,12.5,5.7,4.3,69.2,49.6,43.5,50.0,36.8,7.0,$551,"$1,266","$1,089",10104102624,0.4599,Rest of NSW,New South Wales,Capital Region,613.1767775603392
424,52.0,48.9%,58,,2.4,"$1,562","$2,680",$360,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104102625,4.5201,Rest of NSW,New South Wales,Capital Region,11.504170261719873
425,559.0,54.2%,62,19.0,2,"$1,099","$1,322",$360,1.8,54.0,5.3,11.4,7.2,21.9,20.4,9.6,2.3,17.2,10.4,4.1,16.6,0.0,0.0,8.4,0.0,15.6,6.5,4.7,65.1,37.6,55.2,42.7,44.3,7.3,$537,"$1,416","$1,099",10104102626,0.9484,Rest of NSW,New South Wales,Capital Region,589.4137494727963
426,66.0,45.3%,69,,2,"$1,375","$4,500",$200,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104102627,2.5793,Rest of NSW,New South Wales,Capital Region,25.588337921141395
427,266.0,49.8%,57,14.0,2.2,"$1,199","$1,593",$350,1.7,47.3,5.0,17.6,8.1,24.3,20.7,10.8,2.7,16.2,13.5,4.5,10.8,0.0,0.0,9.5,2.3,14.2,4.9,10.1,65.3,45.5,48.6,49.5,36.6,3.0,$686,"$1,517","$1,199",10104102701,0.2365,Rest of NSW,New South Wales,Capital Region,1124.7357293868922
428,342.0,52.6%,58,32.0,1.8,$751,"$1,300",$235,1.4,34.6,3.0,18.1,11.7,31.2,11.4,9.1,4.4,19.1,11.7,4.4,15.1,0.0,0.0,13.1,0.0,16.9,7.1,1.8,67.4,45.6,50.7,41.9,39.7,3.7,$539,"$1,268",$751,10104102702,0.3487,Rest of NSW,New South Wales,Capital Region,980.7857757384571
429,211.0,53.5%,63,3.0,2.3,"$1,352","$1,517",$275,2.2,59.4,1.6,10.4,8.3,19.3,24.0,8.9,3.6,18.2,7.3,4.2,13.0,1.6,0.0,5.7,0.0,17.9,5.2,3.8,64.6,36.5,56.8,31.4,52.9,4.3,$660,"$1,352","$1,352",10104102703,3.0224,Rest of NSW,New South Wales,Capital Region,69.81206987824245
430,282.0,48.4%,60,18.0,1.9,$814,"$1,159",$250,1.4,42.0,2.7,16.5,8.6,31.4,16.1,11.4,2.0,17.6,14.5,5.1,15.3,1.6,0.0,6.3,0.0,21.2,6.6,2.1,60.1,40.0,53.3,40.2,44.1,4.9,$537,"$1,125",$814,10104102704,0.4185,Rest of NSW,New South Wales,Capital Region,673.8351254480287
431,446.0,53.2%,57,25.0,1.9,"$1,016","$1,608",$280,1.4,46.2,3.3,11.3,8.2,31.5,18.5,10.8,3.6,17.7,9.2,4.6,12.3,0.0,0.0,6.9,0.0,17.6,5.3,2.9,65.3,43.8,49.0,42.1,44.4,7.6,$595,"$1,375","$1,016",10104102705,0.8206,Rest of NSW,New South Wales,Capital Region,543.5047526200341
432,556.0,54.5%,64,19.0,2,$835,"$1,300",$290,1.6,47.6,3.3,14.2,18.7,15.8,12.9,8.0,2.9,15.0,10.5,1.4,14.4,0.0,0.0,9.2,0.0,16.9,5.8,4.1,60.3,28.5,62.6,38.8,41.0,2.9,$468,"$1,258",$835,10104102706,2.0304,Rest of NSW,New South Wales,Capital Region,273.8376674546887
433,558.0,53.6%,53,28.0,2.1,"$1,161","$1,454",$333,1.7,46.5,5.3,10.7,8.5,28.1,17.5,9.8,4.3,17.7,6.8,4.5,13.6,0.0,0.0,7.9,0.0,16.2,5.9,4.7,62.7,42.0,46.1,51.3,35.5,4.1,$582,"$1,412","$1,161",10104102707,0.6558,Rest of NSW,New South Wales,Capital Region,850.8691674290942
434,393.0,52.7%,65,16.0,2,"$1,012","$1,658",$290,1.6,41.3,2.5,14.6,23.9,18.3,16.6,6.2,4.5,12.6,8.7,1.1,12.4,0.0,0.0,9.8,0.0,23.7,6.6,1.0,60.1,29.2,55.6,44.2,51.0,4.8,$612,"$1,458","$1,012",10104102708,0.3696,Rest of NSW,New South Wales,Capital Region,1063.3116883116884
435,685.0,50.3%,53,23.0,2.4,"$1,318","$1,387",$383,1.9,58.2,2.9,8.3,5.7,26.3,20.6,10.6,4.0,18.5,9.5,4.7,10.2,0.0,0.0,8.5,0.0,17.4,7.9,5.6,63.4,47.8,47.0,46.4,45.3,2.2,$653,"$1,617","$1,318",10104102709,2.3795,Rest of NSW,New South Wales,Capital Region,287.8756041185123
436,222.0,51.1%,61,4.0,2.1,"$1,093",$834,$250,2.1,51.0,3.4,10.7,6.8,27.7,39.3,12.6,2.4,14.1,8.3,2.4,8.7,0.0,0.0,4.9,0.0,15.6,4.9,5.3,68.4,45.1,50.0,40.9,51.6,0.0,$597,"$1,481","$1,093",10104102710,52.6003,Rest of NSW,New South Wales,Capital Region,4.220508248051817
437,222.0,51.1%,61,4.0,2.1,"$1,093",$834,$250,2.1,51.0,3.4,10.7,6.8,27.7,39.3,12.6,2.4,14.1,8.3,2.4,8.7,0.0,0.0,4.9,0.0,15.6,4.9,5.3,68.4,45.1,50.0,40.9,51.6,0.0,$597,"$1,481","$1,093",10104102711,7.4927,Rest of NSW,New South Wales,Capital Region,29.628838736370067
438,482.0,48.9%,56,20.0,2.2,"$1,159","$1,279",$270,2.1,45.5,2.4,17.9,3.8,30.2,23.1,14.9,2.6,16.5,7.1,5.0,9.2,0.0,0.0,4.2,0.0,19.5,6.0,5.2,57.1,51.2,37.5,47.5,42.9,2.3,$670,"$1,458","$1,159",10104102712,79.746,Rest of NSW,New South Wales,Capital Region,6.044190304215886
439,474.0,48.6%,53,0.0,2.4,"$1,431","$1,733",$395,2.4,55.3,3.7,9.3,5.4,27.6,16.1,11.2,2.7,17.1,13.0,3.9,15.4,0.0,0.0,8.1,0.0,15.6,6.8,3.0,69.1,52.3,42.8,41.1,47.2,0.0,$625,"$1,602","$1,431",10104102713,25.363,Rest of NSW,New South Wales,Capital Region,18.688640933643498
440,474.0,48.6%,53,0.0,2.4,"$1,431","$1,733",$395,2.4,55.3,3.7,9.3,5.4,27.6,16.1,11.2,2.7,17.1,13.0,3.9,15.4,0.0,0.0,8.1,0.0,15.6,6.8,3.0,69.1,52.3,42.8,41.1,47.2,0.0,$625,"$1,602","$1,431",10104102714,6.7358,Rest of NSW,New South Wales,Capital Region,70.37026039965556
441,25.0,40.7%,66,,2.1,$899,"$2,383",$0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104102715,21.9178,Rest of NSW,New South Wales,Capital Region,1.1406254277345353
442,25.0,40.7%,66,,2.1,$899,"$2,383",$0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104102716,1.7177,Rest of NSW,New South Wales,Capital Region,14.55434592769401
443,478.0,51.5%,55,20.0,2,$882,"$1,690",$340,1.7,42.5,4.4,12.8,11.4,28.1,15.8,10.1,3.5,15.8,10.6,4.0,11.4,0.0,0.0,8.4,0.0,19.0,6.1,6.3,53.6,38.8,47.2,37.6,46.5,1.9,$588,"$1,182",$882,10104102719,0.6933,Rest of NSW,New South Wales,Capital Region,689.4562238569162
444,341.0,53.7%,62,5.0,2.1,"$1,136","$1,555",$300,2.1,57.6,5.1,10.9,5.8,20.6,18.6,10.0,6.1,16.1,10.9,5.5,10.6,1.3,0.0,7.1,0.0,22.4,6.5,2.9,60.5,41.8,50.2,29.2,51.5,5.4,$535,"$1,193","$1,136",10104102720,5.4377,Rest of NSW,New South Wales,Capital Region,62.71033709104952
445,651.0,51.2%,62,19.0,1.9,$914,"$1,170",$325,1.6,49.1,2.4,18.7,6.6,23.9,23.2,9.2,3.6,16.2,9.5,5.3,12.8,0.0,0.0,9.4,0.0,20.6,6.2,3.5,63.2,39.4,55.7,41.6,46.8,6.1,$569,"$1,235",$914,10104102721,4.8895,Rest of NSW,New South Wales,Capital Region,133.14244810307804
446,105.0,45.5%,29,,2.9,$739,$366,$240,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104102722,5.8371,Rest of NSW,New South Wales,Capital Region,17.988384643059053
447,292.0,52.2%,62,0.0,2,"$1,083","$1,300",$360,1.8,51.7,1.5,14.2,5.2,25.8,24.7,12.4,3.0,15.0,11.6,3.0,10.5,0.0,0.0,3.4,0.0,17.6,5.6,2.8,63.4,38.2,51.3,39.2,49.0,2.9,$583,"$1,347","$1,083",10104102723,14.3013,Rest of NSW,New South Wales,Capital Region,20.417724262829253
448,431.0,49.2%,54,8.0,2.4,"$1,197","$1,625",$366,1.9,54.5,1.6,9.8,6.3,27.2,18.5,8.7,3.5,21.5,10.1,4.1,13.1,0.0,0.0,7.9,0.0,13.8,6.7,2.8,71.3,43.3,51.5,51.6,42.1,4.4,$619,"$1,537","$1,197",10104102724,2.814,Rest of NSW,New South Wales,Capital Region,153.1627576403696
449,326.0,51.8%,61,10.0,2.1,$974,"$1,432",$315,1.6,50.9,2.8,13.5,11.0,21.7,12.8,9.6,3.9,16.0,11.4,2.5,13.9,0.0,0.0,13.5,0.0,14.8,5.7,5.1,70.2,34.9,63.3,49.0,37.8,0.0,$557,"$1,292",$974,10104102725,0.2495,Rest of NSW,New South Wales,Capital Region,1306.6132264529058
450,271.0,46.5%,62,4.0,2.2,"$1,437","$1,647",$319,2.1,56.6,3.3,12.3,5.7,20.5,19.3,12.7,1.6,17.2,13.5,2.5,13.1,0.0,0.0,5.7,0.0,17.8,6.3,5.2,67.4,40.2,52.9,55.1,39.8,0.0,$693,"$1,583","$1,437",10104102726,1.0232,Rest of NSW,New South Wales,Capital Region,264.85535574667705
451,313.0,52.0%,62,24.0,1.6,$737,"$1,127",$250,1.3,32.4,7.0,21.3,12.9,27.5,11.1,5.9,2.4,13.9,8.7,4.2,21.3,0.0,0.0,17.8,0.0,14.8,3.9,4.5,69.5,33.8,57.8,47.4,45.4,0.0,$498,"$1,104",$737,10104102728,0.4279,Rest of NSW,New South Wales,Capital Region,731.4793175975695
452,604.0,52.6%,59,29.0,2,$844,"$1,343",$270,1.4,41.8,5.2,15.0,11.9,28.0,11.5,7.5,4.6,20.2,11.3,4.6,12.9,0.0,0.0,11.9,0.0,19.7,5.6,4.3,63.7,34.7,59.5,39.8,45.3,5.0,$501,"$1,134",$844,10104102729,1.3255,Rest of NSW,New South Wales,Capital Region,455.6771029800076
453,46.0,45.0%,63,,2.3,"$1,875","$2,900",$190,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10104102730,6.3238,Rest of NSW,New South Wales,Capital Region,7.274107340523103
454,353.0,53.6%,58,32.0,2,"$1,081","$1,422",$285,1.5,39.6,5.3,12.3,10.7,30.2,22.0,9.7,3.1,18.9,11.9,4.4,9.7,0.0,0.0,8.2,0.0,15.3,6.5,5.1,68.2,40.6,53.5,45.7,51.2,3.9,$617,"$1,367","$1,081",10104102731,0.7177,Rest of NSW,New South Wales,Capital Region,491.8489619618225
455,361.0,53.5%,58,13.0,2.1,$881,"$1,517",$300,1.6,40.8,2.9,19.3,6.2,29.1,21.6,14.4,3.6,15.0,10.5,2.3,10.1,0.0,0.0,8.2,0.0,18.6,8.1,8.1,56.7,46.4,46.7,47.2,44.4,2.1,$598,"$1,323",$881,10104102732,2.1371,Rest of NSW,New South Wales,Capital Region,168.92049974264188
456,372.0,50.8%,52,10.0,2.3,"$1,215","$1,517",$340,1.9,53.3,4.6,12.8,7.6,23.7,20.1,8.9,4.6,16.4,13.5,3.9,13.8,2.0,0.0,4.9,0.0,13.3,6.1,2.4,67.9,44.7,49.3,47.8,36.0,4.4,$608,"$1,333","$1,215",10104102733,0.6191,Rest of NSW,New South Wales,Capital Region,600.8722338879018
457,220.0,48.4%,42,0.0,3,"$2,788","$2,167",$400,3.1,64.4,1.7,1.7,3.3,28.9,12.8,10.0,5.6,20.0,11.7,2.2,22.2,0.0,0.0,3.3,0.0,7.2,6.8,1.4,84.6,76.7,21.1,63.8,29.0,0.0,"$1,112","$2,903","$2,788",10105153901,2.2027,Rest of NSW,New South Wales,Capital Region,99.8774231624824
458,258.0,53.8%,40,18.0,2.3,"$1,515","$1,657",$298,2,41.2,6.6,8.1,6.6,37.4,12.3,10.0,3.3,25.1,14.7,3.8,17.1,0.0,0.0,10.0,0.0,16.3,4.7,3.5,73.2,64.9,33.6,61.3,24.1,2.2,$752,"$1,812","$1,515",10105153902,0.8785,Rest of NSW,New South Wales,Capital Region,293.6824132043256
459,213.0,52.6%,52,28.0,1.9,"$1,359","$1,560",$335,1.4,32.0,4.4,21.5,6.6,38.1,23.8,19.3,6.1,13.3,5.5,5.0,9.4,0.0,0.0,7.2,0.0,18.8,4.2,3.8,66.2,53.0,38.7,53.1,38.5,4.2,$949,"$2,312","$1,359",10105153903,0.327,Rest of NSW,New South Wales,Capital Region,651.3761467889908
460,479.0,51.7%,48,59.0,2,"$1,267","$1,083",$300,1.6,36.0,3.7,12.1,7.5,40.0,17.1,11.0,5.4,15.2,12.4,4.0,14.7,0.0,0.0,7.0,0.9,18.1,4.3,4.1,67.5,62.1,31.3,56.0,31.2,5.6,$781,"$1,766","$1,267",10105153904,0.3667,Rest of NSW,New South Wales,Capital Region,1306.24488682847
461,313.0,55.1%,47,30.0,2,"$1,125","$1,469",$300,1.6,30.8,7.1,15.8,5.6,38.0,9.4,6.4,5.3,14.3,10.2,1.9,17.3,0.0,0.0,15.4,1.1,8.0,5.8,3.5,70.7,51.1,37.2,55.1,28.7,5.1,$639,"$1,607","$1,125",10105153905,0.1287,Rest of NSW,New South Wales,Capital Region,2432.012432012432
462,314.0,54.8%,33,24.0,2.6,"$1,286","$1,417",$320,1.9,40.9,0.0,8.3,7.0,43.9,9.6,9.1,4.3,20.4,10.0,0.0,22.6,0.0,0.0,11.3,0.0,8.2,4.1,5.0,79.0,59.1,37.4,58.8,31.6,7.4,$682,"$1,481","$1,286",10105153906,0.221,Rest of NSW,New South Wales,Capital Region,1420.814479638009
463,66.0,66.7%,77,,1.1,$463,$0,$180,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10105153907,0.0513,Rest of NSW,New South Wales,Capital Region,1286.5497076023391
464,274.0,52.0%,33,27.0,2.2,$787,"$1,509",$275,1.3,30.5,2.0,11.0,11.5,48.0,3.5,4.5,5.0,14.0,12.0,5.0,22.5,0.0,0.0,15.5,0.0,8.5,4.4,3.3,69.1,43.0,46.5,53.5,19.8,17.4,$525,"$1,291",$787,10105153909,0.1196,Rest of NSW,New South Wales,Capital Region,2290.969899665552
465,179.0,43.6%,41,29.0,2,"$1,224","$1,408",$298,1.1,21.9,3.9,18.1,3.2,52.3,11.6,8.4,1.9,14.8,9.7,7.1,16.1,0.0,0.0,9.7,3.2,24.9,6.3,5.3,47.1,52.3,28.4,51.9,21.0,14.8,$692,"$1,350","$1,224",10105153910,0.6187,Rest of NSW,New South Wales,Capital Region,289.31630838855665
466,473.0,55.5%,31,51.0,2.7,"$2,026","$1,986",$430,2,46.0,5.4,6.6,3.7,38.3,24.0,12.0,2.6,17.1,13.1,2.6,12.9,0.0,0.0,7.7,0.0,27.6,6.2,4.0,59.4,70.0,26.0,60.8,29.0,5.3,$978,"$2,220","$2,026",10105153911,0.1779,Rest of NSW,New South Wales,Capital Region,2658.797077009556
